Date,Open,High,Low,Close,Volume,Adj Close
2012-03-23,35.55,35.55,35.55,35.55,000,35.55
2012-03-22,34.99,34.99,34.99,34.99,000,34.99
2012-03-21,35.90,35.90,35.90,35.90,000,35.90
2012-03-20,36.13,36.13,36.13,36.13,000,36.13
2012-03-19,36.43,36.43,36.43,36.43,000,36.43
2012-03-16,36.52,36.52,36.52,36.52,000,36.52
2012-03-15,36.58,36.58,36.58,36.58,000,36.58
2012-03-14,36.75,36.75,36.75,36.75,000,36.75
2012-03-13,38.05,38.05,38.05,38.05,000,38.05
2012-03-12,38.10,38.10,38.10,38.10,000,38.10
2012-03-09,38.48,38.48,38.48,38.48,000,38.48
2012-03-08,38.54,38.54,38.54,38.54,000,38.54
2012-03-07,37.97,37.97,37.97,37.97,000,37.97
2012-03-06,37.73,37.73,37.73,37.73,000,37.73
2012-03-05,38.84,38.84,38.84,38.84,000,38.84
2012-03-02,39.71,39.71,39.71,39.71,000,39.71
2012-03-01,40.26,40.26,40.26,40.26,000,40.26
2012-02-29,40.19,40.19,40.19,40.19,000,40.19
2012-02-28,40.86,40.86,40.86,40.86,000,40.86
2012-02-27,40.38,40.38,40.38,40.38,000,40.38
2012-02-24,40.82,40.82,40.82,40.82,000,40.82
2012-02-23,41.36,41.36,41.36,41.36,000,41.36
2012-02-22,40.86,40.86,40.86,40.86,000,40.86
2012-02-21,40.30,40.30,40.30,40.30,000,40.30
2012-02-17,39.34,39.34,39.34,39.34,000,39.34
2012-02-16,39.59,39.59,39.59,39.59,000,39.59
2012-02-15,39.36,39.36,39.36,39.36,000,39.36
2012-02-14,39.49,39.49,39.49,39.49,000,39.49
2012-02-13,39.97,39.97,39.97,39.97,000,39.97
2012-02-10,39.73,39.73,39.73,39.73,000,39.73
2012-02-09,40.37,40.37,40.37,40.37,000,40.37
2012-02-08,40.40,40.40,40.40,40.40,000,40.40
2012-02-07,40.73,40.73,40.73,40.73,000,40.73
2012-02-06,41.56,41.56,41.56,41.56,000,41.56
2012-02-03,41.80,41.80,41.80,41.80,000,41.80
2012-02-02,42.15,42.15,42.15,42.15,000,42.15
2012-02-01,41.61,41.61,41.61,41.61,000,41.61
2012-01-31,41.33,41.33,41.33,41.33,000,41.33
2012-01-30,41.35,41.35,41.35,41.35,000,41.35
2012-01-27,41.90,41.90,41.90,41.90,000,41.90
2012-01-26,41.20,41.20,41.20,41.20,000,41.20
2012-01-25,40.66,40.66,40.66,40.66,000,40.66
2012-01-24,39.01,39.01,39.01,39.01,000,39.01
2012-01-23,39.51,39.51,39.51,39.51,000,39.51
2012-01-20,39.00,39.00,39.00,39.00,000,39.00
2012-01-19,38.81,38.81,38.81,38.81,000,38.81
2012-01-18,39.29,39.29,39.29,39.29,000,39.29
2012-01-17,38.82,38.82,38.82,38.82,000,38.82
2012-01-13,38.80,38.80,38.80,38.80,000,38.80
